title,description,steps_to_reproduce,expected_result,actual_result,environment,module,severity,priority,category
Database migration script outputs deprecated syntax warning (on Kubernetes cluster node 3),Database schema migration succeeds but logs SQL index syntax warning. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: Database migration script outputs deprecated syntax warning
2. Observe result on Kubernetes cluster node 3",Clean database migration execution logs,Deprecated database index syntax warning logged,Development,Database,Low,P4,Database
Memory leak during PDF export triggers OOM performance crash (during load test run),Exporting PDF documents consumes 4GB heap RAM memory causing OOM performance killer crash. Note: Defect was verified during load test run.,"1. Reproduce: Memory leak during PDF export triggers OOM performance crash
2. Observe result during load test run",Optimize PDF stream memory allocation under 250MB,Performance crash with OutOfMemory error,Staging,Performance,Critical,P1,Performance
High CPU utilization spike during concurrent CSV file parsing (after v1.4 patch release),Parsing 500MB CSV file locks CPU performance threads causing API response lag. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: High CPU utilization spike during concurrent CSV file parsing
2. Observe result after v1.4 patch release",Process CSV parsing in async background queue to maintain performance,Server CPU spikes to 100% performance degradation,Staging,Performance,High,P2,Performance
N+1 SQL query loop in list view degrades page load performance (after v1.4 patch release),Looping over table records triggers 150 individual SQL queries degrading performance. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: N+1 SQL query loop in list view degrades page load performance
2. Observe result after v1.4 patch release",Use eager loading SQL joins for page performance,150 separate queries degrade load performance,Development,Performance,Medium,P3,Performance
Unused JavaScript bundle assets increase page load time (intermittently after session timeout),Legacy library dependencies included in main production bundle slowing performance. Note: Defect was verified intermittently after session timeout.,"1. Reproduce: Unused JavaScript bundle assets increase page load time
2. Observe result intermittently after session timeout",Tree-shake unused script files for optimal frontend performance,Bundle size 50KB larger than optimal performance benchmark,Staging,Performance,Low,P4,Performance
Multi-Factor Authentication MFA bypass via direct login route (intermittently after session timeout),Navigating directly to protected URL skips mandatory MFA passcode prompt during authentication. Note: Defect was verified intermittently after session timeout.,"1. Reproduce: Multi-Factor Authentication MFA bypass via direct login route
2. Observe result intermittently after session timeout",Enforce MFA authentication before issuing access token,Bypasses authentication MFA verification check,Development,Authentication,Critical,P1,Authentication
OAuth2 SSO authentication callback loop state mismatch (in microservice container),Single Sign-On SSO authentication redirect fails for Azure AD login users. Note: Defect was verified in microservice container.,"1. Reproduce: OAuth2 SSO authentication callback loop state mismatch
2. Observe result in microservice container",Validate SSO authentication state token cleanly,Authentication redirect loop with 403 error,Staging,Authentication,High,P2,Authentication
Password reset token does not expire after single redemption (observed in staging deployment),Password reset link remains active for authentication multiple times. Note: Defect was verified observed in staging deployment.,"1. Reproduce: Password reset token does not expire after single redemption
2. Observe result observed in staging deployment",Invalidate password reset token after single authentication use,Reset token re-usable for 24 hours,Development,Authentication,Medium,P3,Authentication
Login form password input field missing autocomplete attribute (intermittently after session timeout),Password manager browser extension fails to auto-fill authentication password field. Note: Defect was verified intermittently after session timeout.,"1. Reproduce: Login form password input field missing autocomplete attribute
2. Observe result intermittently after session timeout",Set autocomplete='current-password' for authentication UX,Password manager fails to detect field,Production,Authentication,Low,P4,Authentication
HTTP 504 Gateway Timeout on microservice network proxy (on Kubernetes cluster node 3),Network API gateway proxy drops inbound requests taking longer than 30 seconds. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: HTTP 504 Gateway Timeout on microservice network proxy
2. Observe result on Kubernetes cluster node 3",Maintain network proxy connection for long requests,Network proxy returns 504 Gateway Timeout,Staging,Network,Critical,P1,Network
WebSocket live stream network connection drops every 60 seconds (after v1.4 patch release),Missing network ping heartbeat ping causes reverse proxy to terminate socket connection. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: WebSocket live stream network connection drops every 60 seconds
2. Observe result after v1.4 patch release",Send periodic WebSocket network keep-alive ping,Network socket connection closes with code 1006,Staging,Network,High,P2,Network
CORS preflight network request fails on custom HTTP headers (after v1.4 patch release),OPTIONS network request returns 403 Forbidden due to missing Access-Control header. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: CORS preflight network request fails on custom HTTP headers
2. Observe result after v1.4 patch release",Allow custom headers in CORS network handler,Browser blocks cross-origin network API request,Development,Network,Medium,P3,Network
DNS lookup retry delay adds 150ms latency to network calls (observed in staging deployment),Secondary DNS network resolver lookup retries before resolving hostname. Note: Defect was verified observed in staging deployment.,"1. Reproduce: DNS lookup retry delay adds 150ms latency to network calls
2. Observe result observed in staging deployment",Fast primary DNS network resolution under 10ms,Intermittent 150ms network delay,Development,Network,Low,P4,Network
Modal dialog close button unclickable on mobile viewport UI/UX (in microservice container),Modal close button positioned outside viewport UI/UX touch boundary. Note: Defect was verified in microservice container.,"1. Reproduce: Modal dialog close button unclickable on mobile viewport UI/UX
2. Observe result in microservice container",Responsive UI/UX modal bounds with accessible tap target,User stuck on modal UI/UX screen,Staging,UI/UX,Critical,P1,UI/UX
Filter dropdown selected values fail to clear on reset UI/UX click (when running background cron job),Clicking Clear Filters resets text but leaves dropdown selection active in UI/UX state. Note: Defect was verified when running background cron job.,"1. Reproduce: Filter dropdown selected values fail to clear on reset UI/UX click
2. Observe result when running background cron job",Reset all UI/UX filter components to default state,Dropdown selection remains active in UI/UX state,Staging,UI/UX,High,P2,UI/UX
Dark mode text contrast ratio fails accessibility UI/UX guidelines (during load test run),Muted gray text on dark background has insufficient contrast ratio in UI/UX theme. Note: Defect was verified during load test run.,"1. Reproduce: Dark mode text contrast ratio fails accessibility UI/UX guidelines
2. Observe result during load test run",Maintain WCAG AAA contrast ratio 4.5:1 for UI/UX,Text illegible in dark UI/UX theme,Production,UI/UX,Medium,P3,UI/UX
User avatar image renders broken placeholder icon on CDN UI/UX 404 (when running background cron job),Broken image icon rendered when user profile picture URL fails in UI/UX. Note: Defect was verified when running background cron job.,"1. Reproduce: User avatar image renders broken placeholder icon on CDN UI/UX 404
2. Observe result when running background cron job",Render fallback initial avatar icon in UI/UX,Broken image placeholder shown in UI/UX layout,Development,UI/UX,Low,P4,UI/UX
Bulk delete functional action removes wrong record IDs (during load test run),Select all functional checkbox maps array index instead of database record ID. Note: Defect was verified during load test run.,"1. Reproduce: Bulk delete functional action removes wrong record IDs
2. Observe result during load test run",Execute functional deletion on selected database IDs only,Deletes wrong database records in functional execution,Development,General,Critical,P1,Functional
Incorrect functional pagination item count displayed on table footer (on mobile Safari browser),Footer displays total count from unfiltered dataset after applying functional search. Note: Defect was verified on mobile Safari browser.,"1. Reproduce: Incorrect functional pagination item count displayed on table footer
2. Observe result on mobile Safari browser",Update functional item count to match active search filter,Displays stale total count in table functional footer,Production,General,High,P2,Functional
Export CSV functional feature truncates descriptions with commas (when running background cron job),CSV functional generator fails to wrap string values in double quotes. Note: Defect was verified when running background cron job.,"1. Reproduce: Export CSV functional feature truncates descriptions with commas
2. Observe result when running background cron job",Escape commas in CSV functional export,Splits text across columns in functional export,Staging,General,Medium,P3,Functional
Date picker functional filter applies timezone offset incorrectly (when running background cron job),Selecting start date converts time to UTC shifting selected functional day. Note: Defect was verified when running background cron job.,"1. Reproduce: Date picker functional filter applies timezone offset incorrectly
2. Observe result when running background cron job",Preserve selected date string in functional filter,Shifts selected date by -1 day in functional query,Production,General,Low,P4,Functional
Zapier webhook integration pipeline drops sync events (observed in staging deployment),Data integration sync pipeline fails to retry dropped HTTP events under failure. Note: Defect was verified observed in staging deployment.,"1. Reproduce: Zapier webhook integration pipeline drops sync events
2. Observe result observed in staging deployment",Guaranteed event delivery across integration pipeline,Integration sync events silently lost,Staging,Integration,Critical,P1,Integration
Third-party REST integration API rate limit returns 429 error (when running background cron job),Exceeding vendor API quota throws uncaught integration exception in worker queue. Note: Defect was verified when running background cron job.,"1. Reproduce: Third-party REST integration API rate limit returns 429 error
2. Observe result when running background cron job",Implement exponential backoff retry in integration client,Integration worker process crashes,Development,Integration,High,P2,Integration
Jira issue integration sync fails on custom field schema mismatch (when running background cron job),Custom field value formatting causes Jira integration REST API validation error. Note: Defect was verified when running background cron job.,"1. Reproduce: Jira issue integration sync fails on custom field schema mismatch
2. Observe result when running background cron job",Format payload according to Jira integration spec,Jira integration sync fails,Staging,Integration,Medium,P3,Integration
Slack webhook integration notification fails when title contains quotes (when running background cron job),Unescaped double quotes in bug title break Slack integration JSON payload. Note: Defect was verified when running background cron job.,"1. Reproduce: Slack webhook integration notification fails when title contains quotes
2. Observe result when running background cron job",Sanitize JSON payload strings for integration webhook,Slack integration notification fails,Staging,Integration,Low,P4,Integration
Cron job scheduler thread deadlocks halting automated tasks (in microservice container),Shared lock between scheduled tasks causes task runner service to stall. Note: Defect was verified in microservice container.,"1. Reproduce: Cron job scheduler thread deadlocks halting automated tasks
2. Observe result in microservice container",Isolated task execution threads for background jobs,Cron scheduler completely stops execution,Production,General,Critical,P1,Other
Email notification sender address rejected by SPF DMARC policy (in microservice container),Outbound transaction email missing valid DKIM signature in mail header. Note: Defect was verified in microservice container.,"1. Reproduce: Email notification sender address rejected by SPF DMARC policy
2. Observe result in microservice container",Send authenticated email headers with DKIM signature,Notification emails marked as spam,Production,General,High,P2,Other
Help center documentation search returns 500 on special characters (on Kubernetes cluster node 3),Searching documentation with quotes throws unhandled server exception. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: Help center documentation search returns 500 on special characters
2. Observe result on Kubernetes cluster node 3",Sanitize search input terms in documentation portal,500 Internal Server Error,Production,General,Medium,P3,Other
Typo in assignment notification email subject header text (on Kubernetes cluster node 3),Notification email subject contains spelling error: 'Bug Assignned'. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: Typo in assignment notification email subject header text
2. Observe result on Kubernetes cluster node 3",Correct spelling: 'Bug Assigned',Displays 'Assignned' with double n,Staging,General,Low,P4,Other
SQL Injection security vulnerability in login authentication field (on Kubernetes cluster node 3),Unsanitized user input in security field allows unauthenticated SQL injection exploit against user database. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: SQL Injection security vulnerability in login authentication field
2. Observe result on Kubernetes cluster node 3",Security input sanitization and SQL parameterization should block injection payload,Security authentication check bypassed allowing unauthorized access,Staging,Security,Critical,P1,Security
Cross-Site Scripting XSS security vulnerability in comment box (intermittently after session timeout),Stored XSS security vulnerability executes arbitrary JavaScript in victim browser session. Note: Defect was verified intermittently after session timeout.,"1. Reproduce: Cross-Site Scripting XSS security vulnerability in comment box
2. Observe result intermittently after session timeout",Security HTML tag escaping should sanitize XSS payload,Malicious XSS script tag executes on profile page,Development,Security,High,P2,Security
Missing security HTTP Content-Security-Policy headers (after v1.4 patch release),Application security response headers lack CSP protection against frame injection. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: Missing security HTTP Content-Security-Policy headers
2. Observe result after v1.4 patch release",Include security response headers CSP and X-Frame-Options,Security response headers missing CSP directives,Development,Security,Medium,P3,Security
Verbose server header leaks proxy security version info (observed in staging deployment),HTTP Server security response header reveals backend proxy version string. Note: Defect was verified observed in staging deployment.,"1. Reproduce: Verbose server header leaks proxy security version info
2. Observe result observed in staging deployment",Mask security server version strings in production,Header leaks Server version information,Production,Security,Low,P4,Security
Payment gateway deadlock causing duplicate debit charge (on mobile Safari browser),Concurrent payment checkout requests cause deadlock resulting in double credit card debit. Note: Defect was verified on mobile Safari browser.,"1. Reproduce: Payment gateway deadlock causing duplicate debit charge
2. Observe result on mobile Safari browser",Atomic payment transaction lock prevents duplicate charges,Payment fails with 500 error and debits customer twice,Staging,Payment,Critical,P1,Payment
Stripe payment API webhook notification signature failure (under high concurrent traffic),Asynchronous payment gateway notification webhook drops checkout completion events. Note: Defect was verified under high concurrent traffic.,"1. Reproduce: Stripe payment API webhook notification signature failure
2. Observe result under high concurrent traffic",Validate Stripe payment webhook signature correctly,Payment status remains pending after credit card charge,Production,Payment,High,P2,Payment
Currency symbol display mismatch in checkout payment summary (observed in staging deployment),Payment conversion calculates correctly but displays wrong currency symbol prefix. Note: Defect was verified observed in staging deployment.,"1. Reproduce: Currency symbol display mismatch in checkout payment summary
2. Observe result observed in staging deployment",Display correct currency symbol on payment screen,Displays $ instead of EUR symbol for payment total,Development,Payment,Medium,P3,Payment
Saved payment card mask displays 14 visible digits (after v1.4 patch release),Credit card payment mask displays 14 visible digits on account billing page. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: Saved payment card mask displays 14 visible digits
2. Observe result after v1.4 patch release",Mask all but last 4 payment card numbers,Payment card digits exposed on screen,Staging,Payment,Low,P4,Payment
Database connection pool leak exhausts active DB connections (under high concurrent traffic),Unclosed database ORM sessions leak database connection pool capacity causing API crash. Note: Defect was verified under high concurrent traffic.,"1. Reproduce: Database connection pool leak exhausts active DB connections
2. Observe result under high concurrent traffic",Recycle idle database connection pool threads automatically,Database connection pool timeout error,Staging,Database,Critical,P1,Database
Missing composite database index causes full table scan (during load test run),Database query plan performs full table scan on 10 million database rows. Note: Defect was verified during load test run.,"1. Reproduce: Missing composite database index causes full table scan
2. Observe result during load test run",Execute database query using composite index under 50ms,Database query latency spikes to 9 seconds,Production,Database,High,P2,Database
Read replica database synchronization delay lag (observed in staging deployment),Replication lag on secondary database instance returns stale database records. Note: Defect was verified observed in staging deployment.,"1. Reproduce: Read replica database synchronization delay lag
2. Observe result observed in staging deployment",Database replication sync delay under 200ms,Stale database records returned to read query,Production,Database,Medium,P3,Database
Database migration script outputs deprecated syntax warning (on mobile Safari browser),Database schema migration succeeds but logs SQL index syntax warning. Note: Defect was verified on mobile Safari browser.,"1. Reproduce: Database migration script outputs deprecated syntax warning
2. Observe result on mobile Safari browser",Clean database migration execution logs,Deprecated database index syntax warning logged,Staging,Database,Low,P4,Database
Memory leak during PDF export triggers OOM performance crash (on Kubernetes cluster node 3),Exporting PDF documents consumes 4GB heap RAM memory causing OOM performance killer crash. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: Memory leak during PDF export triggers OOM performance crash
2. Observe result on Kubernetes cluster node 3",Optimize PDF stream memory allocation under 250MB,Performance crash with OutOfMemory error,Development,Performance,Critical,P1,Performance
High CPU utilization spike during concurrent CSV file parsing (when running background cron job),Parsing 500MB CSV file locks CPU performance threads causing API response lag. Note: Defect was verified when running background cron job.,"1. Reproduce: High CPU utilization spike during concurrent CSV file parsing
2. Observe result when running background cron job",Process CSV parsing in async background queue to maintain performance,Server CPU spikes to 100% performance degradation,Development,Performance,High,P2,Performance
N+1 SQL query loop in list view degrades page load performance (after v1.4 patch release),Looping over table records triggers 150 individual SQL queries degrading performance. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: N+1 SQL query loop in list view degrades page load performance
2. Observe result after v1.4 patch release",Use eager loading SQL joins for page performance,150 separate queries degrade load performance,Staging,Performance,Medium,P3,Performance
Unused JavaScript bundle assets increase page load time (under high concurrent traffic),Legacy library dependencies included in main production bundle slowing performance. Note: Defect was verified under high concurrent traffic.,"1. Reproduce: Unused JavaScript bundle assets increase page load time
2. Observe result under high concurrent traffic",Tree-shake unused script files for optimal frontend performance,Bundle size 50KB larger than optimal performance benchmark,Development,Performance,Low,P4,Performance
Multi-Factor Authentication MFA bypass via direct login route (when running background cron job),Navigating directly to protected URL skips mandatory MFA passcode prompt during authentication. Note: Defect was verified when running background cron job.,"1. Reproduce: Multi-Factor Authentication MFA bypass via direct login route
2. Observe result when running background cron job",Enforce MFA authentication before issuing access token,Bypasses authentication MFA verification check,Development,Authentication,Critical,P1,Authentication
OAuth2 SSO authentication callback loop state mismatch (observed in staging deployment),Single Sign-On SSO authentication redirect fails for Azure AD login users. Note: Defect was verified observed in staging deployment.,"1. Reproduce: OAuth2 SSO authentication callback loop state mismatch
2. Observe result observed in staging deployment",Validate SSO authentication state token cleanly,Authentication redirect loop with 403 error,Staging,Authentication,High,P2,Authentication
Password reset token does not expire after single redemption (intermittently after session timeout),Password reset link remains active for authentication multiple times. Note: Defect was verified intermittently after session timeout.,"1. Reproduce: Password reset token does not expire after single redemption
2. Observe result intermittently after session timeout",Invalidate password reset token after single authentication use,Reset token re-usable for 24 hours,Development,Authentication,Medium,P3,Authentication
Login form password input field missing autocomplete attribute (on mobile Safari browser),Password manager browser extension fails to auto-fill authentication password field. Note: Defect was verified on mobile Safari browser.,"1. Reproduce: Login form password input field missing autocomplete attribute
2. Observe result on mobile Safari browser",Set autocomplete='current-password' for authentication UX,Password manager fails to detect field,Staging,Authentication,Low,P4,Authentication
HTTP 504 Gateway Timeout on microservice network proxy (after v1.4 patch release),Network API gateway proxy drops inbound requests taking longer than 30 seconds. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: HTTP 504 Gateway Timeout on microservice network proxy
2. Observe result after v1.4 patch release",Maintain network proxy connection for long requests,Network proxy returns 504 Gateway Timeout,Development,Network,Critical,P1,Network
WebSocket live stream network connection drops every 60 seconds (after v1.4 patch release),Missing network ping heartbeat ping causes reverse proxy to terminate socket connection. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: WebSocket live stream network connection drops every 60 seconds
2. Observe result after v1.4 patch release",Send periodic WebSocket network keep-alive ping,Network socket connection closes with code 1006,Production,Network,High,P2,Network
CORS preflight network request fails on custom HTTP headers (after v1.4 patch release),OPTIONS network request returns 403 Forbidden due to missing Access-Control header. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: CORS preflight network request fails on custom HTTP headers
2. Observe result after v1.4 patch release",Allow custom headers in CORS network handler,Browser blocks cross-origin network API request,Staging,Network,Medium,P3,Network
DNS lookup retry delay adds 150ms latency to network calls (on Kubernetes cluster node 3),Secondary DNS network resolver lookup retries before resolving hostname. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: DNS lookup retry delay adds 150ms latency to network calls
2. Observe result on Kubernetes cluster node 3",Fast primary DNS network resolution under 10ms,Intermittent 150ms network delay,Development,Network,Low,P4,Network
Modal dialog close button unclickable on mobile viewport UI/UX (on mobile Safari browser),Modal close button positioned outside viewport UI/UX touch boundary. Note: Defect was verified on mobile Safari browser.,"1. Reproduce: Modal dialog close button unclickable on mobile viewport UI/UX
2. Observe result on mobile Safari browser",Responsive UI/UX modal bounds with accessible tap target,User stuck on modal UI/UX screen,Staging,UI/UX,Critical,P1,UI/UX
Filter dropdown selected values fail to clear on reset UI/UX click (on mobile Safari browser),Clicking Clear Filters resets text but leaves dropdown selection active in UI/UX state. Note: Defect was verified on mobile Safari browser.,"1. Reproduce: Filter dropdown selected values fail to clear on reset UI/UX click
2. Observe result on mobile Safari browser",Reset all UI/UX filter components to default state,Dropdown selection remains active in UI/UX state,Staging,UI/UX,High,P2,UI/UX
Dark mode text contrast ratio fails accessibility UI/UX guidelines (during load test run),Muted gray text on dark background has insufficient contrast ratio in UI/UX theme. Note: Defect was verified during load test run.,"1. Reproduce: Dark mode text contrast ratio fails accessibility UI/UX guidelines
2. Observe result during load test run",Maintain WCAG AAA contrast ratio 4.5:1 for UI/UX,Text illegible in dark UI/UX theme,Development,UI/UX,Medium,P3,UI/UX
User avatar image renders broken placeholder icon on CDN UI/UX 404 (on Kubernetes cluster node 3),Broken image icon rendered when user profile picture URL fails in UI/UX. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: User avatar image renders broken placeholder icon on CDN UI/UX 404
2. Observe result on Kubernetes cluster node 3",Render fallback initial avatar icon in UI/UX,Broken image placeholder shown in UI/UX layout,Production,UI/UX,Low,P4,UI/UX
Bulk delete functional action removes wrong record IDs (under high concurrent traffic),Select all functional checkbox maps array index instead of database record ID. Note: Defect was verified under high concurrent traffic.,"1. Reproduce: Bulk delete functional action removes wrong record IDs
2. Observe result under high concurrent traffic",Execute functional deletion on selected database IDs only,Deletes wrong database records in functional execution,Production,General,Critical,P1,Functional
Incorrect functional pagination item count displayed on table footer (on Kubernetes cluster node 3),Footer displays total count from unfiltered dataset after applying functional search. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: Incorrect functional pagination item count displayed on table footer
2. Observe result on Kubernetes cluster node 3",Update functional item count to match active search filter,Displays stale total count in table functional footer,Development,General,High,P2,Functional
Export CSV functional feature truncates descriptions with commas (on mobile Safari browser),CSV functional generator fails to wrap string values in double quotes. Note: Defect was verified on mobile Safari browser.,"1. Reproduce: Export CSV functional feature truncates descriptions with commas
2. Observe result on mobile Safari browser",Escape commas in CSV functional export,Splits text across columns in functional export,Development,General,Medium,P3,Functional
Date picker functional filter applies timezone offset incorrectly (on mobile Safari browser),Selecting start date converts time to UTC shifting selected functional day. Note: Defect was verified on mobile Safari browser.,"1. Reproduce: Date picker functional filter applies timezone offset incorrectly
2. Observe result on mobile Safari browser",Preserve selected date string in functional filter,Shifts selected date by -1 day in functional query,Development,General,Low,P4,Functional
Zapier webhook integration pipeline drops sync events (under high concurrent traffic),Data integration sync pipeline fails to retry dropped HTTP events under failure. Note: Defect was verified under high concurrent traffic.,"1. Reproduce: Zapier webhook integration pipeline drops sync events
2. Observe result under high concurrent traffic",Guaranteed event delivery across integration pipeline,Integration sync events silently lost,Staging,Integration,Critical,P1,Integration
Third-party REST integration API rate limit returns 429 error (on Kubernetes cluster node 3),Exceeding vendor API quota throws uncaught integration exception in worker queue. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: Third-party REST integration API rate limit returns 429 error
2. Observe result on Kubernetes cluster node 3",Implement exponential backoff retry in integration client,Integration worker process crashes,Staging,Integration,High,P2,Integration
Jira issue integration sync fails on custom field schema mismatch (observed in staging deployment),Custom field value formatting causes Jira integration REST API validation error. Note: Defect was verified observed in staging deployment.,"1. Reproduce: Jira issue integration sync fails on custom field schema mismatch
2. Observe result observed in staging deployment",Format payload according to Jira integration spec,Jira integration sync fails,Production,Integration,Medium,P3,Integration
Slack webhook integration notification fails when title contains quotes (in microservice container),Unescaped double quotes in bug title break Slack integration JSON payload. Note: Defect was verified in microservice container.,"1. Reproduce: Slack webhook integration notification fails when title contains quotes
2. Observe result in microservice container",Sanitize JSON payload strings for integration webhook,Slack integration notification fails,Production,Integration,Low,P4,Integration
Cron job scheduler thread deadlocks halting automated tasks (on mobile Safari browser),Shared lock between scheduled tasks causes task runner service to stall. Note: Defect was verified on mobile Safari browser.,"1. Reproduce: Cron job scheduler thread deadlocks halting automated tasks
2. Observe result on mobile Safari browser",Isolated task execution threads for background jobs,Cron scheduler completely stops execution,Staging,General,Critical,P1,Other
Email notification sender address rejected by SPF DMARC policy (in microservice container),Outbound transaction email missing valid DKIM signature in mail header. Note: Defect was verified in microservice container.,"1. Reproduce: Email notification sender address rejected by SPF DMARC policy
2. Observe result in microservice container",Send authenticated email headers with DKIM signature,Notification emails marked as spam,Development,General,High,P2,Other
Help center documentation search returns 500 on special characters (after v1.4 patch release),Searching documentation with quotes throws unhandled server exception. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: Help center documentation search returns 500 on special characters
2. Observe result after v1.4 patch release",Sanitize search input terms in documentation portal,500 Internal Server Error,Production,General,Medium,P3,Other
Typo in assignment notification email subject header text (under high concurrent traffic),Notification email subject contains spelling error: 'Bug Assignned'. Note: Defect was verified under high concurrent traffic.,"1. Reproduce: Typo in assignment notification email subject header text
2. Observe result under high concurrent traffic",Correct spelling: 'Bug Assigned',Displays 'Assignned' with double n,Staging,General,Low,P4,Other
SQL Injection security vulnerability in login authentication field (after v1.4 patch release),Unsanitized user input in security field allows unauthenticated SQL injection exploit against user database. Note: Defect was verified after v1.4 patch release.,"1. Reproduce: SQL Injection security vulnerability in login authentication field
2. Observe result after v1.4 patch release",Security input sanitization and SQL parameterization should block injection payload,Security authentication check bypassed allowing unauthorized access,Development,Security,Critical,P1,Security
Cross-Site Scripting XSS security vulnerability in comment box (on Kubernetes cluster node 3),Stored XSS security vulnerability executes arbitrary JavaScript in victim browser session. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: Cross-Site Scripting XSS security vulnerability in comment box
2. Observe result on Kubernetes cluster node 3",Security HTML tag escaping should sanitize XSS payload,Malicious XSS script tag executes on profile page,Staging,Security,High,P2,Security
Missing security HTTP Content-Security-Policy headers (during load test run),Application security response headers lack CSP protection against frame injection. Note: Defect was verified during load test run.,"1. Reproduce: Missing security HTTP Content-Security-Policy headers
2. Observe result during load test run",Include security response headers CSP and X-Frame-Options,Security response headers missing CSP directives,Staging,Security,Medium,P3,Security
Verbose server header leaks proxy security version info (under high concurrent traffic),HTTP Server security response header reveals backend proxy version string. Note: Defect was verified under high concurrent traffic.,"1. Reproduce: Verbose server header leaks proxy security version info
2. Observe result under high concurrent traffic",Mask security server version strings in production,Header leaks Server version information,Staging,Security,Low,P4,Security
Payment gateway deadlock causing duplicate debit charge (on mobile Safari browser),Concurrent payment checkout requests cause deadlock resulting in double credit card debit. Note: Defect was verified on mobile Safari browser.,"1. Reproduce: Payment gateway deadlock causing duplicate debit charge
2. Observe result on mobile Safari browser",Atomic payment transaction lock prevents duplicate charges,Payment fails with 500 error and debits customer twice,Development,Payment,Critical,P1,Payment
Stripe payment API webhook notification signature failure (in microservice container),Asynchronous payment gateway notification webhook drops checkout completion events. Note: Defect was verified in microservice container.,"1. Reproduce: Stripe payment API webhook notification signature failure
2. Observe result in microservice container",Validate Stripe payment webhook signature correctly,Payment status remains pending after credit card charge,Development,Payment,High,P2,Payment
Currency symbol display mismatch in checkout payment summary (on Kubernetes cluster node 3),Payment conversion calculates correctly but displays wrong currency symbol prefix. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: Currency symbol display mismatch in checkout payment summary
2. Observe result on Kubernetes cluster node 3",Display correct currency symbol on payment screen,Displays $ instead of EUR symbol for payment total,Development,Payment,Medium,P3,Payment
Saved payment card mask displays 14 visible digits (during load test run),Credit card payment mask displays 14 visible digits on account billing page. Note: Defect was verified during load test run.,"1. Reproduce: Saved payment card mask displays 14 visible digits
2. Observe result during load test run",Mask all but last 4 payment card numbers,Payment card digits exposed on screen,Production,Payment,Low,P4,Payment
Database connection pool leak exhausts active DB connections (when running background cron job),Unclosed database ORM sessions leak database connection pool capacity causing API crash. Note: Defect was verified when running background cron job.,"1. Reproduce: Database connection pool leak exhausts active DB connections
2. Observe result when running background cron job",Recycle idle database connection pool threads automatically,Database connection pool timeout error,Production,Database,Critical,P1,Database
Missing composite database index causes full table scan (observed in staging deployment),Database query plan performs full table scan on 10 million database rows. Note: Defect was verified observed in staging deployment.,"1. Reproduce: Missing composite database index causes full table scan
2. Observe result observed in staging deployment",Execute database query using composite index under 50ms,Database query latency spikes to 9 seconds,Production,Database,High,P2,Database
Read replica database synchronization delay lag (on Kubernetes cluster node 3),Replication lag on secondary database instance returns stale database records. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: Read replica database synchronization delay lag
2. Observe result on Kubernetes cluster node 3",Database replication sync delay under 200ms,Stale database records returned to read query,Development,Database,Medium,P3,Database
Database migration script outputs deprecated syntax warning (on Kubernetes cluster node 3),Database schema migration succeeds but logs SQL index syntax warning. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: Database migration script outputs deprecated syntax warning
2. Observe result on Kubernetes cluster node 3",Clean database migration execution logs,Deprecated database index syntax warning logged,Staging,Database,Low,P4,Database
Memory leak during PDF export triggers OOM performance crash (observed in staging deployment),Exporting PDF documents consumes 4GB heap RAM memory causing OOM performance killer crash. Note: Defect was verified observed in staging deployment.,"1. Reproduce: Memory leak during PDF export triggers OOM performance crash
2. Observe result observed in staging deployment",Optimize PDF stream memory allocation under 250MB,Performance crash with OutOfMemory error,Staging,Performance,Critical,P1,Performance
High CPU utilization spike during concurrent CSV file parsing (on Kubernetes cluster node 3),Parsing 500MB CSV file locks CPU performance threads causing API response lag. Note: Defect was verified on Kubernetes cluster node 3.,"1. Reproduce: High CPU utilization spike during concurrent CSV file parsing
2. Observe result on Kubernetes cluster node 3",Process CSV parsing in async background queue to maintain performance,Server CPU spikes to 100% performance degradation,Staging,Performance,High,P2,Performance
